"Ключевые фразы",Топонимы,"Специальные элементы в выдаче","Количество слов в ключевике",Сложность,Позиция,"Динамика изменения позиции",Частотность,Трафик,Стоимость,"Конкуренция в PPC, %",Результатов,URL
"wzbudzić zainteresowanie po angielsku",,"also_asks,ai_overview,snip_breadcrumbs",4,1,16,0,20,0,0,0,90,https://resumaker.pl/
"darmowa strona do pisania cv",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,63,16,0,20,0,28.482007,83,107,https://resumaker.pl/
"kierownik biblioteki",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",2,N/A,16,0,20,0,0,0,10300000,https://resumaker.pl/przykładowe-cv/dyrektor-biblioteki/
"wzór życiorysu do wojska",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs",4,10,16,0,20,0,0,27,9890,https://resumaker.pl/przykładowe-cv/oficer-wojskowy/
"dyrektor do spraw marketingu",,"related_search,also_asks,ai_overview,snip_breadcrumbs",4,2,16,,20,0,0,10,107,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-ds-marketingu/
"kreator cv płatny",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,47,16,0,10,0,1.407882,88,11600,https://resumaker.pl/
"program do robienia prezentacji darmowy",,"also_asks,related_search,ai_overview,snip_breadcrumbs",5,24,16,0,10,0,7.333035,49,910000,https://resumaker.pl/
"cv szablon pracuj pl",,"also_asks,related_search,ads_bot,pic,snip_breadcrumbs",4,43,16,0,10,0,0.348837,67,5920,https://resumaker.pl/
"doradca serwisowy obowiązki",,"related_search,ai_overview,also_asks,snip_breadcrumbs",3,N/A,16,0,10,0,0,0,7690,https://resumaker.pl/przykładowe-cv/doradca-ds-serwisu-samochodowego/
"dział mięsny",,"also_asks,pic,ai_overview,snip_breadcrumbs",2,N/A,16,0,10,0,0,0,294000,https://resumaker.pl/przykładowe-cv/pracownik-działu-miesnego/
"koordynator sprzedaży obowiązki",,"related_search,also_asks,ai_overview,snip_breadcrumbs",3,N/A,16,0,10,0,0,0,358000,https://resumaker.pl/przykładowe-cv/koordynator-ds-sprzedazy-detalicznej/
"liceum w cv",,"related_search,ai_overview,pic,also_asks,snip_breadcrumbs",3,9,16,0,10,0,0,2,165000,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"list motywacyjny do starostwa",,"related_search,pic,also_asks,snip_breadcrumbs",4,18,16,0,10,0,0.010282,27,13300,https://resumaker.pl/przykładowe-list-motywacyjny/urzednik-podatkowy/
"cv do szkoły nauczyciel",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs",4,N/A,16,0,10,0,0.383188,45,595000,https://resumaker.pl/przykładowe-cv/nauczyciel/
"list oficjalny do pani dyrektor",,"pic,related_search,also_asks,snip_breadcrumbs",5,1,16,0,10,0,0,0,79,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-ds-programow-młodziezowych/
"jestem zainteresowana pracą w państwa firmie",,"related_search,ai_overview,also_asks,snip_breadcrumbs",6,10,16,0,10,0,0,0,35300,https://resumaker.pl/przykładowe-list-motywacyjny/sekretarka-prawna/
"programista sas",,"pic,also_asks,snip_breadcrumbs",2,1,16,0,10,0,0,43,48600000,https://resumaker.pl/przykładowe-cv/programista-sas/
"cv pracuj pl po angielsku",,"related_search,also_asks,pic,snip_breadcrumbs",5,N/A,16,0,10,0,0.88,65,198,https://resumaker.pl/
"specjalista ds technologii",,"also_asks,pic,snip_breadcrumbs",3,N/A,16,0,10,0,0,0,1720000,https://resumaker.pl/przykładowe-cv/specjalista-ds-technologii/
"operations manager opis stanowiska",,"a_box_fsnippet,also_asks,related_search,snip_breadcrumbs",4,1,16,0,10,0,0,12,44,https://resumaker.pl/przykładowe-cv/kierownik-ds-operacji-biznesowych/
"video cv przykłady",,"also_asks,related_search,pic,snip_breadcrumbs",3,2,16,0,10,0,0,9,97,https://resumaker.pl/przykładowe-cv/montazysta-wideo/
"list motywacyjny czcionka",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs",3,5,16,0,10,0,0,4,17800,https://resumaker.pl/przykładowe-list-motywacyjny/edytor-tekstu/
"życiorys wzór do wojska",,"related_search,pic,snip_breadcrumbs",4,10,16,0,10,0,0,5,90,https://resumaker.pl/przykładowe-cv/oficer-wojskowy/
"technik mechanik motocyklowy",,"also_asks,ai_overview,video,related_search,snip_breadcrumbs",3,6,16,0,10,0,0,16,21500,https://resumaker.pl/przykładowe-cv/technik-motocyklowy/
"list motywacyjny kadrowa bez doświadczenia",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",5,17,16,0,10,0,0,1,7680,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"specjalista ds dokumentacji zakres obowiązków",,"also_asks,ai_overview,snip_breadcrumbs",5,N/A,16,0,10,0,0,0,1140000,https://resumaker.pl/przykładowe-cv/specjalista-ds-dokumentacji/
"kreslarz autocad",,"also_asks,related_search,pic,snip_breadcrumbs",2,N/A,16,0,10,0,0,19,9200,https://resumaker.pl/przykładowe-cv/autocad-drafter/
"cv rekrutera",,"pic,also_asks,related_search,ai_overview,video,snip_breadcrumbs",2,2,16,0,10,0,0,26,52300,https://resumaker.pl/przykładowe-cv/experienced-recruiter/
"asystentka księgowej obowiązki",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,N/A,16,0,10,0,0,5,36300,https://resumaker.pl/przykładowe-cv/księgowy---asystent/
"curriculum vitae za darmo",,"ai_overview,also_asks,pic,snip_breadcrumbs",4,46,17,,18100,135,0.525086,80,111,https://resumaker.pl/
"cv przykłady",,"related_search,also_asks,pic,snip_breadcrumbs",2,43,17,-4,8100,60,0.194482,60,90,https://resumaker.pl/przykładowe-cv/
"cv online",,"also_asks,related_search,snip_breadcrumbs",2,49,17,-4,1900,14,0.894916,71,100,https://resumaker.pl/
"cv nauczyciela",,"related_search,also_asks,pic,snip_breadcrumbs",2,16,17,,590,4,0.222568,41,90,https://resumaker.pl/przykładowe-cv/licealista-nauczyciel/
"tokarz co robi",,"related_search,also_asks,pic,video,ai_overview,snip_breadcrumbs",3,N/A,17,,480,3,0,0,132,https://resumaker.pl/przykładowe-cv/tokarz/
"builder cv",,"related_search,pic,video,snip_breadcrumbs",2,N/A,17,,390,2,1.139386,53,80,https://resumaker.pl/
"kreator cv online",,"related_search,also_asks,snip_breadcrumbs",3,50,17,0,390,2,41.08621,62,2800000,https://resumaker.pl/
"darmowe program do cv",,"video,related_search,also_asks,ai_overview,snip_breadcrumbs",4,52,17,,390,2,0.516055,74,119,https://resumaker.pl/
"make a online cv",,"ai_overview,related_search,snip_breadcrumbs",4,N/A,17,,320,2,1.092407,39,121,https://resumaker.pl/
"przykład cv ucznia",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",3,22,17,0,260,1,0.138287,34,70600,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"darmowy kreator cv bez logowania",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,36,17,0,260,1,0.35911,79,7960,https://resumaker.pl/
"przykladowe cv studenta",,"related_search,pic,also_asks,snip_breadcrumbs",3,17,17,0,210,1,4.667543,16,90,https://resumaker.pl/przykładowe-cv/studenci/
"projektant oswietlenia",,"also_asks,related_search,local_pack,pic,snip_breadcrumbs",2,1,17,0,170,1,0.238484,9,100,https://resumaker.pl/przykładowe-cv/projektant-oswietlenia/
"cv grafika",,"related_search,pic,also_asks,snip_breadcrumbs",2,9,17,0,170,1,0.275078,95,90,https://resumaker.pl/przykładowe-cv/grafik-artysta/
"inżynier logistyki",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,4,17,0,140,1,0.047438,5,108,https://resumaker.pl/przykładowe-cv/inzynier-logistyki/
"cv programista",,"related_search,also_asks,pic,snip_breadcrumbs",2,7,17,0,140,1,0.260479,13,90,https://resumaker.pl/przykładowe-cv/programista-komputerowy/
"inzynier lotnictwa",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,N/A,17,-4,140,1,0,0,107,https://resumaker.pl/przykładowe-cv/inżynier-lotnictwa-i-kosmonautyki/
"paypal subskrypcje",,"also_asks,related_search,snip_breadcrumbs",2,3,17,0,140,1,0,2,200000,https://resumaker.pl/anuluj-subskrypcje/
"cv do uzupelnienia",,"also_asks,pic,related_search,snip_breadcrumbs",3,42,17,0,90,0,0.270162,53,90,https://resumaker.pl/
"jak przygotowac cv",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs",3,41,17,0,90,0,9.636522,63,2690000,https://resumaker.pl/
"pracuj cv kreator",,"related_search,snip_breadcrumbs",3,30,17,0,90,0,0.40592,42,70,https://resumaker.pl/
"jak napisać profesjonalne cv",,"pic,also_asks,related_search,video,ai_overview,snip_breadcrumbs",4,10,17,0,90,0,13.293645,73,126000,https://resumaker.pl/
"cv a resume",,"ai_overview,pic,video,also_asks,related_search,snip_breadcrumbs",3,N/A,17,0,70,0,0.035731,15,364000000,https://resumaker.pl/
"cv zrob",,"pic,related_search,snip_breadcrumbs",2,N/A,17,0,70,0,0.669363,78,90,https://resumaker.pl/
"kierownik logistyki",,"also_asks,related_search,ai_overview,snip_breadcrumbs",2,3,17,,70,0,0.013157,14,104,https://resumaker.pl/przykładowe-cv/kierownik-ds-logistyki/
"stanowiska administracyjne",,"also_asks,ai_overview,related_search,snip_breadcrumbs",2,8,17,0,70,0,0,2,17800000,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"consultant erp",,"video,related_search,ai_overview,also_asks,snip_breadcrumbs",2,4,17,0,70,0,0.38978254545455,13,57800000,https://resumaker.pl/przykładowe-cv/konsultant-erp/
"napisz cv po angielsku",,"ai_overview,related_search,also_asks,snip_breadcrumbs",4,6,17,0,70,0,19.622257,26,53600,https://resumaker.pl/
"cv dla pielęgniarki gotowy szablon",,"pic,related_search,snip_breadcrumbs",5,16,17,0,70,0,0.155361,85,90,https://resumaker.pl/przykładowe-cv/pielegniarka-zdrowia-publicznego/
"list motywacyjny do urzędu bez doświadczenia wzór",,"pic,also_asks,related_search,snip_breadcrumbs",7,18,17,0,70,0,0.088565,37,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"specjalista ds dokumentacji",,"also_asks,related_search,snip_breadcrumbs",3,N/A,17,0,70,0,1.009528,5,2090000,https://resumaker.pl/przykładowe-list-motywacyjny/specjalista-ds-dokumentacji/
"jak ładnie nazwać stanowisko sprzątaczka",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs",5,5,17,0,70,0,0,0,1660,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-ogolny/
"wzór cv szablon",,"related_search,pic,snip_breadcrumbs",3,47,17,0,50,0,11.932574,48,90,https://resumaker.pl/
"cv kierowca wzór do pobrania",,"pic,also_asks,related_search,snip_breadcrumbs",5,8,17,0,50,0,0.196599,45,90,https://resumaker.pl/przykładowe-cv/kierowca-ciezarowki/
"druki cv",,"pic,also_asks,related_search,snip_breadcrumbs",2,42,17,0,50,0,0.192421,79,90,https://resumaker.pl/
"napisz swoje cv",,"related_search,pic,snip_breadcrumbs",3,47,17,0,50,0,32.713418,29,1430000,https://resumaker.pl/
"pracownik operacyjny",,"also_asks,ai_overview,snip_breadcrumbs",2,N/A,17,0,50,0,0,0,1080000,https://resumaker.pl/przykładowe-cv/pracownik-działu-operacyjnego/
"cv pielęgniarki wzór",,"pic,also_asks,ai_overview,related_search,snip_breadcrumbs",3,16,17,1,50,0,0.145915,99,84,https://resumaker.pl/przykładowe-cv/pielegniarka-na-etacie/
"operator cad",,"also_asks,ai_overview,snip_breadcrumbs",2,N/A,17,0,40,0,0,1,83600000,https://resumaker.pl/przykładowe-cv/operator-cad/
"certyfikat spawacza wzór",,"ai_overview,related_search,video,pic,also_asks,snip_breadcrumbs",3,6,17,0,40,0,0,0,3620,https://resumaker.pl/przykładowe-cv/spawacz-konstrukcji/
"cv maker google",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,N/A,17,0,40,0,0.614527,62,159000000,https://resumaker.pl/
"cv księgowej wzór",,"pic,related_search,snip_breadcrumbs",3,11,17,0,40,0,0.19,80,90,https://resumaker.pl/przykładowe-cv/ksiegowy-pierwszego-stopnia/
"www paypal pl logowanie",,"related_search,also_asks,snip_breadcrumbs",4,N/A,17,0,40,0,0,3,1380000,https://resumaker.pl/anuluj-subskrypcje/
"cv professionals",,"kn_graph_local,pic,related_search,also_asks,snip_breadcrumbs",2,N/A,17,0,40,0,0.85,69,90,https://resumaker.pl/
"specjalista ds magazynowych",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,N/A,17,0,40,0,0.013512,9,515000,https://resumaker.pl/przykładowe-cv/specjalista-ds-magazynow/
"specjalista ds logistyki zakres obowiązków",,"related_search,also_asks,ai_overview,snip_breadcrumbs",5,2,17,0,40,0,0,0,297000,https://resumaker.pl/przykładowe-cv/pracownik-działu-logistyki/
"copywriter przykłady tekstów",,"related_search,also_asks,ai_overview,snip_breadcrumbs",3,4,17,0,40,0,0,1,62700,https://resumaker.pl/przykładowe-list-motywacyjny/copywriter/
"specjalista ds opakowań",,"also_asks,snip_breadcrumbs",3,N/A,17,0,30,0,0,9,668000,https://resumaker.pl/przykładowe-cv/specjalista-ds-opakowan/
"programista cobol",,"related_search,also_asks,snip_breadcrumbs",2,1,17,0,30,0,0.08829,20,2370000,https://resumaker.pl/przykładowe-cv/cobol-developer/
"darmowe arkusze cv",,"related_search,ads_top,pic,also_asks,snip_breadcrumbs",3,43,17,0,30,0,0.35,80,143000,https://resumaker.pl/
"gotowe druki cv",,"also_asks,related_search,snip_breadcrumbs",3,47,17,0,30,0,0.167221,80,100,https://resumaker.pl/
"list motywacyjny ogolny",,"related_search,pic,also_asks,snip_breadcrumbs",3,N/A,17,0,30,0,0,17,90,https://resumaker.pl/przykładowe-list-motywacyjny/głowny/
"pracownik działu obsługi klienta",,"ai_overview,related_search,also_asks,snip_breadcrumbs",4,3,17,0,30,0,0.044529,15,8680000,https://resumaker.pl/przykładowe-cv/customer-service-agent/
"cv murarz",,"related_search,pic,also_asks,snip_breadcrumbs",2,1,17,,30,0,0,17,81,https://resumaker.pl/przykładowe-cv/malarz/
"darmowy program do robienia cv",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,33,17,,30,0,0.426538,80,108,https://resumaker.pl/
"list motywacyjny tresc",,"pic,ai_overview,related_search,snip_breadcrumbs",3,N/A,17,,30,0,0.02,31,116,https://resumaker.pl/przykładowe-list-motywacyjny/producent-tresci/
"list motywacyjny krótki",,"related_search,pic,ai_overview,also_asks,snip_breadcrumbs",3,14,17,0,20,0,0,19,109000,https://resumaker.pl/przykładowe-list-motywacyjny/copywriter/
"google kreator cv",,"related_search,also_asks,ai_overview,snip_breadcrumbs",3,N/A,17,,20,0,0.721812,82,107,https://resumaker.pl/
"wzór cv pielęgniarki",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",3,16,17,-7,20,0,0.192019,91,109,https://resumaker.pl/przykładowe-cv/pielegniarka-zawodowa/
"cv najprostsze",,"ai_overview,also_asks,pic,related_search,snip_breadcrumbs",2,31,17,0,20,0,0.184438,46,2750000,https://resumaker.pl/
"konsultant hr",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,1,17,0,20,0,0.070406,22,294000000,https://resumaker.pl/przykładowe-cv/hr-konsultant/
"podsumowanie zawodowe pracownik biurowy",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",4,10,17,0,20,0,0,0,23200,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-biurowy/
"list motywacyjny do pracy w bibliotece",,"related_search,pic,also_asks,snip_breadcrumbs",6,N/A,17,0,20,0,0,13,81,https://resumaker.pl/przykładowe-cv/dyrektor-biblioteki/
"cv do pracy w szkole",,"related_search,pic,ai_overview,also_asks,snip_breadcrumbs",5,18,17,0,20,0,0.213006,59,1870000,https://resumaker.pl/przykładowe-cv/after-school-teacher/
"wzór cv pdf za darmo bez zdjęcia",,"related_search,pic,also_asks,snip_breadcrumbs",7,N/A,17,0,20,0,0.104384,59,90,https://resumaker.pl/
"jak napisać dobrze cv wzory",,"ai_overview,pic,related_search,also_asks,video,snip_breadcrumbs",5,N/A,17,0,20,0,0.176018,77,310000,https://resumaker.pl/
"krótkie cv wzór",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs",3,30,17,0,20,0,0.112145,47,114000,https://resumaker.pl/
"cv specjalista ds kadr i płac",,"pic,related_search,snip_breadcrumbs",6,N/A,17,0,20,0,0.18,36,90,https://resumaker.pl/przykładowe-list-motywacyjny/specjalista-ds-zasobow-ludzkich/
"cv informatyk bez doświadczenia",,"also_asks,ai_overview,pic,related_search,snip_breadcrumbs",4,14,17,0,20,0,0,0,2090000,https://resumaker.pl/przykładowe-cv/informatyk-naukowiec/
"list motywacyjny do wójta gminy",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",5,N/A,17,0,20,0,0,5,75400,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"wzory listu motywacyjnego do pobrania za darmo",,"related_search,pic,snip_breadcrumbs",7,1,17,0,20,0,7.378548,57,4690,https://resumaker.pl/list-motywacyjny/
"pielęgniarka rodzinna zakres obowiązków",,"related_search,also_asks,ai_overview,snip_breadcrumbs",4,N/A,17,0,20,0,0,0,427000,https://resumaker.pl/przykładowe-cv/pielegniarka-rodzinna/
"gotowe arkusze cv",,"also_asks,related_search,pic,snip_breadcrumbs",3,52,17,0,20,0,19.086524,69,35000,https://resumaker.pl/
"kreator cv z linkedin",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs",4,8,17,0,10,0,0.79,83,142000,https://resumaker.pl/
"pracuj stworz cv",,"also_asks,related_search,snip_breadcrumbs",3,N/A,17,0,10,0,0.509908,74,256000,https://resumaker.pl/
"kierowca pizzy",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",2,6,17,0,10,0,0,33,127000,https://resumaker.pl/przykładowe-cv/kierowca-dostarczajacy-pizze/
"stanowisko kasjer",,"ai_overview,also_asks,pic,related_search,snip_breadcrumbs",2,N/A,17,0,10,0,0,0,505000,https://resumaker.pl/przykładowe-list-motywacyjny/kasjer/
"uniwersalny list motywacyjny",,"also_asks,related_search,pic,snip_breadcrumbs",3,12,17,0,10,0,0.222245,34,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-fabryki/
"list motywacyjny podinspektor w urzędzie wzór",,"also_asks,related_search,pic,snip_breadcrumbs",6,19,17,0,10,0,0,62,54,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-ksiegowosci/
"cv wstęp",,"pic,related_search,also_asks,snip_breadcrumbs",2,19,17,0,10,0,0,29,599000,https://resumaker.pl/jak-napisac-cv/
"cv szablony online",,"pic,related_search,snip_breadcrumbs",3,47,17,0,10,0,46.709266,69,426000,https://resumaker.pl/
"doradca do spraw sprzedaży",,"also_asks,related_search,ai_overview,pic,snip_breadcrumbs",4,N/A,17,0,10,0,0,9,1220000,https://resumaker.pl/przykładowe-cv/doradca-ds-sprzedazy/
"cv praktyki zawodowe",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs,snip_image_thumbnail",3,8,17,0,10,0,0.179308,51,1600000,https://resumaker.pl/przykładowe-cv/praktykant/
"specjalista ds obsługi klienta opis stanowiska",,"a_box_fsnippet,pic,related_search,also_asks,snip_breadcrumbs",6,6,17,0,10,0,0,5,551000,https://resumaker.pl/przykładowe-cv/specjalista-ds-obsługi-klienta/
"list do dyrekcji",,"related_search,pic,also_asks,snip_breadcrumbs",3,3,17,0,10,0,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-ds-programow-młodziezowych/
"wzór cv i listu motywacyjnego",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs",5,32,17,0,10,0,0.161393,20,26800,https://resumaker.pl/przykładowe-list-motywacyjny/wspołpracownik/
"podanie o prace nauczyciel wf",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",5,7,17,0,10,0,0,7,29300,https://resumaker.pl/przykładowe-list-motywacyjny/nauczyciel-szkoły-podstawowej/
"cv kelner wzór",,"related_search,also_asks,pic,snip_breadcrumbs",3,14,17,0,10,0,0,43,87,https://resumaker.pl/przykładowe-cv/kelner/
"przykładowe cv po liceum",,"also_asks,ai_overview,pic,ads_bot,related_search,snip_breadcrumbs",4,9,17,0,10,0,0,0,9230,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"kierownik działu hr",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,N/A,17,0,10,0,0,1,255000,https://resumaker.pl/przykładowe-cv/human-resources-manager/
"kasjer sprzedawca zakres obowiązków cv",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs",5,16,17,0,10,0,0,9,422000,https://resumaker.pl/przykładowe-cv/kasjer-na-stacji-benzynowej/
"edycja cv pracuj pl",,"also_asks,related_search,snip_breadcrumbs",4,30,17,0,10,0,0.334564,66,792000,https://resumaker.pl/
"praca w sklepie mięsnym warszawa",,"ads_bot,snip_breadcrumbs",5,1,17,0,10,0,0.01,33,100,https://resumaker.pl/przykładowe-cv/pracownik-działu-miesnego/
"przykłady edytorów tekstu",,"also_asks,related_search,a_box_fsnippet,snip_breadcrumbs",3,15,17,0,10,0,0,0,44200,https://resumaker.pl/przykładowe-cv/edytor-tekstu/
"wzor cv online",,"pic,related_search,snip_breadcrumbs",3,N/A,17,0,10,0,0.682633,84,240000,https://resumaker.pl/
"pracuj pl edytuj cv",,"related_search,also_asks,snip_breadcrumbs",4,N/A,17,0,10,0,0,57,1320000,https://resumaker.pl/
"moja kandydatura",,"ai_overview,also_asks,pic,related_search,snip_breadcrumbs",2,N/A,17,0,10,0,0,0,95300,https://resumaker.pl/przykładowe-list-motywacyjny/młodszy-rekruter/
"pracownik myjni samochodowej zakres obowiązków",,"a_box_fsnippet,also_asks,snip_breadcrumbs",5,N/A,17,0,10,0,0,0,100,https://resumaker.pl/przykładowe-cv/pracownik-myjni-samochodowej/
"cv szablon online",,"also_asks,related_search,snip_breadcrumbs",3,47,17,0,10,0,1.041201,69,152000,https://resumaker.pl/
"pielęgniarka pediatryczna",,"a_box_fsnippet,also_asks,related_search,snip_breadcrumbs",2,2,17,0,1,0,0,0,18700,https://resumaker.pl/przykładowe-cv/pielegniarka-pediatryczna/
resume,,"related_search,also_asks,pic,snip_breadcrumbs",1,16,18,,4400,32,0.790571,29,90,https://resumaker.pl/
"cv po polsku",,"also_asks,related_search,video,ai_overview,pic,snip_breadcrumbs",3,48,18,,720,5,0.423012,37,122,https://resumaker.pl/
"cv stwórz",,"related_search,snip_breadcrumbs",2,50,18,0,260,1,0.659862,73,1770000,https://resumaker.pl/
"cv stworz",,"related_search,snip_breadcrumbs",2,50,18,0,260,1,28.109129,79,100,https://resumaker.pl/
"cv do wojska",,"related_search,ai_overview,also_asks,snip_breadcrumbs",3,10,18,0,210,1,0.248489,46,428000,https://resumaker.pl/przykładowe-cv/oficer-wojskowy/
"uczy języka francuskiego",,"also_asks,ai_overview,related_search,snip_breadcrumbs",3,7,18,0,170,1,0,6,310000,https://resumaker.pl/przykładowe-cv/nauczyciel-języka-francuskiego/
"rozwinąć po angielsku",,"ai_overview,related_search,snip_breadcrumbs",3,1,18,0,170,1,0,0,100,https://resumaker.pl/
"inżynier projektu",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,4,18,0,140,1,0.011346,6,1980000,https://resumaker.pl/przykładowe-cv/inzynier-projektu/
"pracownik obsługi klienta",,"also_asks,ai_overview,related_search,snip_breadcrumbs",3,3,18,0,110,0,0.052682,5,4390000,https://resumaker.pl/przykładowe-cv/pracownik-obsługi-klienta/
"kierownik jakości",,"related_search,ai_overview,also_asks,snip_breadcrumbs",2,2,18,2,110,0,0.011598,23,107,https://resumaker.pl/przykładowe-cv/kierownik-ds-jakosci/
"cv sprzedawca wzór",,"pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,16,18,-6,90,0,5.153865,17,81,https://resumaker.pl/przykładowe-cv/sprzedawca/
"cv sprzątaczka w szkole",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",4,N/A,18,0,70,0,2.581811,11,78,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-ogolny/
"jak napisac siwi do pracy",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",5,46,18,0,70,0,0.126953,52,229000,https://resumaker.pl/
"podanie o prace sprzątaczka w szkole",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",6,10,18,0,70,0,0,0,15200,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-ogolny/
"technik farmacji stażysta",,"ai_overview,related_search,also_asks,snip_breadcrumbs",3,N/A,18,0,70,0,0,5,11700,https://resumaker.pl/przykładowe-cv/technik-farmacji---stażysta/
"przykładowe cv nauczyciela",,"related_search,also_asks,pic,snip_breadcrumbs",3,16,18,0,50,0,0.192161,84,90,https://resumaker.pl/przykładowe-cv/licealista-nauczyciel/
"asystent medyczny wykształcenie",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,7,18,0,50,0,0.171644,23,441000,https://resumaker.pl/przykładowe-cv/asystent-medyczny/
"cv pielęgniarka wzór",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs,snip_image_thumbnail",3,16,18,0,50,0,0.145915,99,13800,https://resumaker.pl/przykładowe-cv/pielegniarka-zawodowa/
"elektryk okrętowy",,"also_asks,ai_overview,related_search,snip_breadcrumbs",2,1,18,0,50,0,0,3,16600,https://resumaker.pl/przykładowe-cv/elektryk-okretowy/
"specjalista ds wsparcia it",,"related_search,also_asks,ai_overview,snip_breadcrumbs",4,1,18,0,50,0,0.069683,3,1210000,https://resumaker.pl/przykładowe-cv/specjalista-ds-wsparcia-it/
"cv co wpisac",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs",3,N/A,18,0,50,0,2.839723,27,1270000,https://resumaker.pl/
"planista transportu",,"related_search,also_asks,pic,snip_breadcrumbs",2,N/A,18,0,50,0,0.01,7,90,https://resumaker.pl/przykładowe-cv/planista-transportu/
"wzor zyciorysu do pracy",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs",4,N/A,18,0,50,0,0.164674,26,965000,https://resumaker.pl/
"praca kierownik serwisu samochodowego",,"related_search,also_asks,snip_breadcrumbs",4,2,18,,50,0,0.01,10,109,https://resumaker.pl/przykładowe-cv/kierownik-serwisu-samochodowego/
"cv wzór pobierz",,"related_search,pic,also_asks,snip_breadcrumbs",3,55,18,0,50,0,0.217786,38,90,https://resumaker.pl/
"jak napisac cv do szkoly",,"related_search,ai_overview,also_asks,snip_breadcrumbs",5,20,18,0,40,0,0,12,692000,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"praca pilot helikoptera",,"also_asks,ai_overview,related_search,snip_breadcrumbs",3,N/A,18,0,40,0,0,7,127000,https://resumaker.pl/przykładowe-list-motywacyjny/pilot-smigłowca/
"jak napisać cv do wojska",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",5,10,18,0,40,0,0.221762,51,18700,https://resumaker.pl/przykładowe-cv/oficer-wojskowy/
"cv księgowa wzory",,"pic,ai_overview,related_search,snip_breadcrumbs",3,11,18,0,40,0,0.19092388862383,80,83700,https://resumaker.pl/przykładowe-cv/głowny-ksiegowy/
"cognos praca",,"also_asks,snip_breadcrumbs",2,N/A,18,0,40,0,0,0,100,https://resumaker.pl/przykładowe-cv/cognos-developer/
"projektant biżuterii praca",,"also_asks,snip_breadcrumbs",3,1,18,0,40,0,0.0228,7,100,https://resumaker.pl/przykładowe-cv/projektant-bizuterii/
